Current(A),Radius(m),MagneticField(T)
80.804,21.045326,7.67904473993213E-7
146.4547,2.9688973,9.86593201117402E-6
36.45756,9.331337,7.814005986540505E-7
28.603247,21.560581,2.6532908750336387E-7
197.26097,3.488031,1.1310735261891055E-5
36.7533,11.003148,6.680506242309409E-7
196.35411,25.412676,1.5453241667148895E-6
74.89356,29.577044,5.064303484728626E-7
89.31171,7.0373006,2.5382376507195385E-6
190.64632,23.922085,1.5938938270278045E-6
84.315506,1.8756945,8.990323891513065E-6
103.73141,2.5454473,8.150347889453168E-6
174.95413,22.311644,1.5682765036318593E-6
136.08452,11.469389,2.3730038084148325E-6
182.34624,38.543022,9.461958454929233E-7
193.39157,15.926444,2.4285593242717834E-6
63.47791,42.723312,2.971581815876554E-7
151.12166,29.168095,1.0362120681260244E-6
49.090355,1.0315517,9.517769013217296E-6
157.71103,43.17358,7.305904603366675E-7
37.149494,37.153687,1.999774323751573E-7
183.37108,6.328751,5.794858289257376E-6
86.8742,12.972784,1.3393300717858996E-6
15.06345,9.99054,3.015542810886764E-7
33.49532,46.14242,1.4518232080647762E-7
26.505915,39.26084,1.3502469006491843E-7
175.36292,29.657143,1.182601555198431E-6
36.642746,13.264306,5.525015147067292E-7
72.71443,45.53573,3.193730911111227E-7
10.833855,36.757744,5.8947332152877044E-8
141.36194,43.297535,6.52979153034368E-7
56.086998,7.994523,1.4031355628415823E-6
124.7517,34.03907,7.329912414220199E-7
114.978,27.425587,8.38472467933235E-7
84.29484,32.607494,5.170273866239487E-7
172.47394,28.039394,1.2302258433907788E-6
60.563026,13.619574,8.893527541674143E-7
55.694824,0.9262754,1.202554356338305E-5
26.888586,31.889214,1.686374986452646E-7
28.719297,18.99843,3.0233337205236324E-7
182.10356,44.203503,8.23932722357006E-7
162.86064,17.705008,1.8397127591280948E-6
10.5976515,7.3267756,2.8928555018749315E-7
97.40917,24.052324,8.09977205223172E-7
75.57042,16.614075,9.097156554802447E-7
96.6578,34.27262,5.64052561550837E-7
5.2980976,40.67989,2.6047748173783753E-8
56.097775,26.080318,4.3019240436935475E-7
182.43105,0.19495931,1.8714781358930156E-4
113.99174,3.6130445,6.310010150976557E-6
52.782955,33.07346,3.1918617385518286E-7
184.10178,11.875341,3.1005723487532085E-6
132.76836,34.06474,7.795060777500942E-7
41.170383,22.786194,3.6136253144009706E-7
113.59011,4.078306,5.570455245913983E-6
162.82245,36.77723,8.854525030261604E-7
135.47418,43.447693,6.236196823193748E-7
159.8769,12.296604,2.6003424248506503E-6
136.69395,23.778294,1.1497372915983848E-6
111.62684,30.544357,7.309162709722219E-7
169.82198,25.026155,1.3571559235245292E-6
63.46719,24.298138,5.224037386270529E-7
121.59208,28.019278,8.679173033452095E-7
141.31946,47.78399,5.914929293487311E-7
172.95027,7.7598095,4.457590659661413E-6
190.62334,39.205044,9.724429223944226E-7
192.31819,29.535074,1.3023037626692095E-6
157.23528,28.761646,1.0933677007803898E-6
67.78791,8.117223,1.6702242195141295E-6
193.39429,22.779724,1.697951090902758E-6
152.91261,0.14586362,2.0966517952970872E-4
93.985855,48.90982,3.8432304201033646E-7
125.95257,11.164897,2.256224458653502E-6
146.65494,28.267477,1.0376231140815716E-6
43.881508,11.724255,7.485594494513157E-7
13.889281,47.856346,5.804572390483286E-8
10.153534,21.45921,9.463101576900357E-8
56.01494,40.648567,2.7560596701620475E-7
69.17613,36.124386,3.8298855803681414E-7
151.11563,41.29274,7.319234886616133E-7
90.630226,40.186493,4.51048198288163E-7
171.20854,22.577904,1.5166026375555826E-6
113.22336,16.769346,1.350361028425152E-6
33.578938,31.502794,2.1318069278081718E-7
80.15757,37.496613,4.2754566045598194E-7
61.996536,34.082657,3.638010763591822E-7
117.53873,37.09223,6.337646523795017E-7
64.60697,44.871803,2.879624486328767E-7
82.14949,1.4753441,1.1136316264200878E-5
63.61167,10.58813,1.2015657432285947E-6
36.45325,23.526146,3.098956453439936E-7
196.42015,37.196648,1.0561174901378113E-6
196.39188,7.700832,5.100536643918212E-6
148.77884,46.34218,6.420882419665461E-7
141.48526,33.238483,8.513340285947788E-7
177.45078,20.11714,1.764174994726076E-6
76.93609,15.829494,9.720599565211838E-7
133.3412,42.808517,6.229657540423291E-7
93.88849,39.30476,4.777461499273985E-7
105.533806,24.488848,8.618927848280997E-7
86.68449,12.15665,1.426124620121594E-6
172.52342,44.099186,7.824335916850867E-7
54.90773,38.517365,2.8510637117840616E-7
69.00049,29.017809,4.7557338657310537E-7
143.19896,29.597174,9.67652930962917E-7
154.86356,44.016544,7.036606722454134E-7
153.2732,19.524466,1.570062882194528E-6
107.70611,44.977364,4.789347329631724E-7
0.2639624,39.03154,1.3525594357793735E-9
50.84439,11.775048,8.635954564954999E-7
79.46494,41.494488,3.830144542911438E-7
176.02303,10.327465,3.4088331363954198E-6
159.73515,18.462502,1.7303738929888918E-6
123.25601,45.973167,5.362084836938529E-7
26.278555,36.001354,1.4598648016183032E-7
39.830315,9.056774,8.795695691015716E-7
58.204903,18.927776,6.150210316693347E-7
156.32034,28.885733,1.0823360093203824E-6
45.223328,7.3259196,1.2346116237199343E-6
89.53117,44.067837,4.063334181373998E-7
23.016014,8.614012,5.343854809649568E-7
110.6093,15.647016,1.4138069742431396E-6
138.28427,18.86881,1.4657444369787756E-6
101.12956,4.425658,4.57014786110275E-6
142.15477,39.11736,7.268116915101947E-7
60.787586,5.394894,2.2535228616306316E-6
54.57906,15.870058,6.878243216948635E-7
27.397005,30.290016,1.8089792308798634E-7
42.554646,40.295975,2.1121040412566169E-7
123.21143,3.9463696,6.24429257273049E-6
11.441339,47.13079,4.85514389495991E-8
151.16109,41.35178,7.310983336809617E-7
21.341946,12.659742,3.3716240108440854E-7
130.4146,0.07477404,3.4882318373392115E-4
9.461465,10.932323,1.730915650299057E-7
182.7467,7.093571,5.152459862827423E-6
24.554546,48.742546,1.0075200550715214E-7
59.51278,39.95898,2.9786935703241055E-7
61.01606,12.847932,9.498191698313089E-7
133.60155,49.695107,5.376849216497635E-7
17.865046,27.402397,1.303903847968935E-7
71.55775,46.874912,3.053136248546038E-7
101.817604,35.642662,5.7132435241146E-7
48.13662,32.903454,2.9259311086978373E-7
143.83957,37.494724,7.672523101750663E-7
68.87243,45.699688,3.014131254361994E-7
5.0152345,33.956444,2.953922090241643E-8
125.81373,2.688627,9.358957424452547E-6
110.26346,49.864162,4.4225533066326813E-7
127.39823,14.2986765,1.7819583733985878E-6
167.37814,28.965857,1.1556926894901253E-6
15.510464,8.004726,3.875326381022412E-7
104.0651,19.100113,1.089680486041486E-6
11.085768,46.36584,4.7818685169731415E-8
187.0927,40.719837,9.189265481414004E-7
114.19446,42.477,5.376766476358389E-7
175.36917,9.001427,3.896475015574212E-6
25.360329,22.787596,2.225801173038545E-7
2.704533,8.344658,6.482070644963982E-8
151.93791,10.335116,2.9402264339672175E-6
86.21049,48.1955,3.5775326909321485E-7
116.69331,1.1005656,2.1206063248324103E-5
112.737045,10.813466,2.0851232072414393E-6
195.3037,32.41298,1.2050956187621133E-6
68.439804,34.85711,3.92687781078189E-7
175.31082,45.113518,7.771986323968788E-7
145.51727,13.475725,2.1596948746107837E-6
51.134323,20.535358,4.980124724584037E-7
185.35272,21.972263,1.6871518362220712E-6
148.07079,29.263798,1.0119724496237876E-6
98.74062,28.041855,7.042374619847847E-7
102.77497,11.111694,1.849852378964483E-6
41.572945,27.092457,3.068968231339212E-7
18.53974,14.778565,2.509003966005373E-7
18.30561,36.218376,1.0108465700415928E-7
60.761826,11.257363,1.0795036783938193E-6
35.72134,23.024555,3.1028907928411206E-7
161.30052,7.2111654,4.473632548233111E-6
135.9498,39.688877,6.850775758753603E-7
160.00703,23.262712,1.375652426162197E-6
0.40167925,28.401672,2.8285605331961197E-9
27.522297,17.422918,3.159321119515882E-7
135.21838,11.6361475,2.324109140068935E-6
185.51152,25.7302,1.44197496893077E-6
124.03468,29.580347,8.386289922230996E-7
168.82394,10.580669,3.1911769976049686E-6
65.29643,37.500713,3.4824101551616396E-7
158.63675,2.1999261,1.4422006860399827E-5
99.07141,27.809317,7.125051825808219E-7
56.462135,40.2404,2.8062413668918455E-7
72.23617,45.171185,3.1983295830586954E-7
165.96704,20.583887,1.6125918317328253E-6
91.11726,18.115232,1.0059739940589195E-6
2.8754802,27.08718,2.123130028040029E-8
167.1106,37.30164,8.959959813470526E-7
62.793255,29.229252,4.2966036318465815E-7
173.49792,18.850563,1.8407718045427743E-6
142.61575,4.401867,6.479784872994126E-6
100.62458,0.9514239,2.1152418419365098E-5
33.249386,47.930992,1.38738567088336E-7
121.79844,33.34909,7.304453400171856E-7
79.697655,14.824734,1.075198464315536E-6
63.71465,32.242626,3.9521997262018187E-7
39.13333,44.71414,1.7503782778105002E-7
112.90666,37.634235,6.000210225664174E-7
58.39825,5.4864497,2.128817489502577E-6
183.66896,26.230589,1.4004181238989636E-6
39.442825,1.7060518,4.6238718783627035E-6
123.09239,0.6255387,3.9355643586470174E-5
164.53738,31.076668,1.05891265542446E-6
35.298378,44.682735,1.57995600048526E-7
112.6581,35.918903,6.272914025971957E-7
69.65333,5.7886705,2.4065397214203093E-6
114.27026,36.92055,6.190062696692391E-7
36.690205,36.96102,1.9853458160759866E-7
63.80226,3.2628038,3.910885569664318E-6
190.65929,5.6741843,6.720235919999846E-6
37.423576,6.6335435,1.1283132884770777E-6
49.075573,1.7033584,5.762213357785108E-6
148.31088,26.609829,1.1147075229438813E-6
7.325656,3.2904055,4.4527374579205034E-7
112.406204,21.4247,1.049314159455512E-6
150.34192,39.49929,7.612385800881588E-7
194.74174,1.2292218,3.168537064586393E-5
63.547684,16.755728,7.585189327006667E-7
159.726,40.61889,7.864616804022691E-7
1.721734,9.255237,3.72056191877458E-8
58.356377,43.414165,2.688356483655797E-7
87.12648,46.175648,3.7736982316492916E-7
151.14369,25.46819,1.1869213833402258E-6
77.18877,13.444645,1.148245519208338E-6
187.60423,10.620372,3.5329127076425157E-6
67.21827,24.189838,5.557562494667825E-7
41.495327,40.82276,2.032950512650538E-7
75.09308,49.938316,3.007433334122678E-7
135.54105,33.936844,7.987840392790745E-7
192.53802,44.134583,8.72504117682039E-7
180.21431,31.731556,1.1358680932029226E-6
81.56607,30.610266,5.329327832124868E-7
98.212585,16.20908,1.2118218555260828E-6
44.84873,22.265873,4.0284724762351027E-7
9.584509,34.543118,5.5493016167047905E-8
105.22677,29.4144,7.154779164856708E-7
12.03479,11.635078,2.0687080214001925E-7
92.26751,12.988488,1.4207582600635548E-6
6.7555118,44.576843,3.030951169444114E-8
52.7207,35.127323,3.001691821732226E-7
192.20193,15.154414,2.536580201257917E-6
176.91998,8.536382,4.14508133966481E-6
76.55134,24.934988,6.14007419042822E-7
64.62243,46.45262,2.782294168252407E-7
144.15378,2.4507363,1.1764119950583382E-5
141.47389,17.049652,1.6595516598858385E-6
52.103886,3.5257013,2.955660814547714E-6
181.23322,9.681864,3.7437670960986668E-6
30.133099,23.887968,2.522868292721876E-7
189.08356,25.493448,1.4833894200536606E-6
10.342302,17.867481,1.1576676296203149E-7
157.80487,11.607729,2.718962015303511E-6
122.864716,18.200542,1.3501214693356737E-6
21.275988,16.36411,2.6003230721765246E-7
159.3696,29.745272,1.0715625669080824E-6
98.721176,2.8844864,6.844974196202426E-6
28.387442,24.257973,2.3404628215204648E-7
48.310345,19.62783,4.922637240302737E-7
104.75766,44.288586,4.730684366830041E-7
30.16808,39.531185,1.5262926857182228E-7
110.07011,31.724083,6.939214393746818E-7
16.5417,43.8372,7.546878131347266E-8
151.79208,30.541914,9.939919535415478E-7
180.82384,42.77286,8.455073194568028E-7
195.84285,23.931206,1.6367152727809477E-6
47.320457,42.87091,2.207578833622581E-7
150.69778,3.0977852,9.729388774139534E-6
190.10051,39.915066,9.525250979715669E-7
100.675026,28.789642,6.993836517454809E-7
131.95866,37.241924,7.086565287413471E-7
41.877052,36.86273,2.2720538844579977E-7
113.46794,11.447032,1.982486666134026E-6
146.33101,6.0527287,4.8352079632618036E-6
177.29446,21.41947,1.6554514699993438E-6
108.19077,49.52651,4.3690046666133156E-7
144.39151,32.06879,9.005111078253491E-7
110.43495,11.757814,1.8784945561516048E-6
146.38597,1.1101127,2.63731737164825E-5
191.31467,48.804897,7.839978252154482E-7
22.414894,5.8375525,7.679551977232916E-7
86.87598,43.16342,4.0254443823048847E-7
88.865776,16.943264,1.0489805980986475E-6
179.20123,4.026346,8.901431904366013E-6
146.91911,8.128656,3.614843736984535E-6
189.58492,30.002977,1.2637740102621703E-6
105.487305,23.50642,8.975190954593646E-7
121.67903,14.13282,1.7219356116900247E-6
66.0891,9.6064205,1.375936095697614E-6
81.713905,0.37534323,4.3540897010892675E-5
141.39438,5.175427,5.464066240530726E-6
181.22041,6.665134,5.4378625991116335E-6
60.61902,19.900175,6.092310069284069E-7
162.24997,12.092536,2.6834730093029596E-6
152.64517,22.685127,1.3457731171711704E-6
75.90888,14.8031025,1.025580714252858E-6
191.6876,1.1808279,3.2466647162354824E-5
92.094086,2.8048882,6.566684839901283E-6
40.521748,46.88566,1.7285348692688204E-7
121.63752,42.030807,5.788017270453664E-7
32.734825,14.333239,4.56768020737896E-7
191.63672,24.723999,1.5502081080680758E-6
198.15652,48.62974,8.149602192344756E-7
30.569546,36.49731,1.67516703072709E-7
154.57095,22.919737,1.3488021638169978E-6
91.86124,42.263775,4.3470436254619574E-7
164.00697,26.236258,1.2502314625831177E-6
72.89234,9.643091,1.5118044637034573E-6
83.34954,42.630093,3.9103616992698943E-7
71.006355,33.419865,4.2493502603695525E-7
126.709526,14.475431,1.7506839304573086E-6
58.896194,46.16257,2.5516860626112644E-7
100.9353,36.413246,5.543878307653208E-7
158.819,48.207832,6.588929331474512E-7
75.84429,31.520945,4.812310840344031E-7
48.409023,14.872984,6.509658519719914E-7
107.198326,17.986115,1.1920120501756965E-6
140.4287,39.980324,7.024890364122214E-7
43.141605,32.814262,2.6294423360352437E-7
144.61826,2.559961,1.1298472989604886E-5
13.765795,38.914787,7.074840034748587E-8
41.87475,47.94361,1.7468332997828637E-7
128.66168,3.2865124,7.82967884815496E-6
179.31122,5.3700786,6.678159961164534E-6
188.76247,46.963413,8.038703041959352E-7
129.31764,21.69376,1.1922105038448966E-6
56.478783,31.883236,3.5428513451604864E-7
146.56517,24.820742,1.1809894509559013E-6
122.07119,15.906118,1.5348960301278737E-6
103.96559,41.092785,5.060041159548533E-7
54.400856,24.837275,4.3805817667718616E-7
91.91837,27.997675,6.566143317134285E-7
130.64465,9.497233,2.75121496849297E-6
24.747828,47.305077,1.0463074709561734E-7
102.25623,26.635166,7.678287611914157E-7
14.05331,44.010357,6.38636511184704E-8
173.39972,4.795156,7.23228688135872E-6
140.76564,13.3144,2.1144872202596347E-6
43.27838,30.122332,2.873508060045425E-7
186.02336,31.275707,1.1895709327983243E-6
95.22545,12.535183,1.51933081417872E-6
65.55251,44.741833,2.9302560542623144E-7
103.12006,19.692347,1.0473110799682425E-6
153.05424,12.7003,2.4102460947208995E-6
69.636215,44.746582,3.112470810008621E-7
175.17459,14.284895,2.4525849403937484E-6
11.028172,4.005661,5.506292973734834E-7
113.951294,38.331497,5.945569690294109E-7
59.60104,42.30926,2.817399218239386E-7
162.20271,45.5982,7.114434639151799E-7
167.7104,7.183031,4.669627668995323E-6
43.14414,47.547737,1.814771467498436E-7
166.08046,37.6453,8.823436209592349E-7
127.58739,24.935974,1.0233198548039292E-6
154.42514,49.919003,6.18702828763056E-7
160.39961,15.3583145,2.088765824907044E-6
183.80222,40.24071,9.135137528117965E-7
42.46764,31.376703,2.706953599811896E-7
127.825676,14.460748,1.7678985685930397E-6
5.2345433,29.882994,3.5033593865437525E-8
133.80684,45.19268,5.921615532721814E-7
61.94539,38.95026,3.1807432625991657E-7
95.090126,49.89757,3.8114129829410517E-7
23.059422,10.581728,4.3583470638206753E-7
192.29465,27.47767,1.399643001252307E-6
22.856304,6.487805,7.045928340126826E-7
113.86819,36.706398,6.204269180477725E-7
20.084286,39.304813,1.0219758857190663E-7
85.30518,47.135628,3.619562844024298E-7
107.56853,33.51478,6.419169882688888E-7
111.57609,41.998558,5.31332946400755E-7
94.01809,38.733807,4.854575241768258E-7
68.760376,3.0656502,4.485859177467822E-6
105.84046,23.007296,9.200599977666228E-7
68.57091,9.413181,1.4569125011296362E-6
97.59273,45.283463,4.310303241874086E-7
63.402878,35.628445,3.559115666820096E-7
156.76889,4.332256,7.237286815911993E-6
159.73553,40.10249,7.966365019894647E-7
141.94308,36.035103,7.878045212211316E-7
164.1605,40.750813,8.056796761007476E-7
102.85873,32.191483,6.390431155884175E-7
99.00555,33.754345,5.866240138581696E-7
96.87421,31.771612,6.098161215910575E-7
193.46828,20.727552,1.8667739742143498E-6
38.245495,39.890205,1.917538126215815E-7
181.3692,21.097342,1.7193559798800896E-6
95.04704,10.684469,1.7791626493130079E-6
18.079245,9.416067,3.840084055623043E-7
83.10201,37.7502,4.402732501292443E-7
166.87186,31.833723,1.0483967353221882E-6
97.11376,29.823069,6.512660594605598E-7
198.89528,22.018963,1.8065817195323952E-6
66.26029,9.987868,1.3268154926187138E-6
1.1559788,4.445512,5.200655610466856E-8
24.834135,13.856671,3.584430121516695E-7
193.34917,42.149986,9.174340681628248E-7
48.080128,25.877636,3.7159598193720304E-7
17.068155,6.819092,5.005990767426873E-7
19.204079,33.21929,1.1562003702700823E-7
179.86922,21.378609,1.6827027372323338E-6
65.59544,43.520916,3.0144330486073535E-7
111.864105,49.133587,4.553467895179182E-7
30.627642,6.207818,9.86744183652824E-7
23.957655,28.948524,1.6551900580364287E-7
131.96974,47.04097,5.610842729048223E-7
44.54321,32.95836,2.702999223596374E-7
198.16373,22.103725,1.793034639379438E-6
155.41397,1.8654644,1.6662228115524345E-5
172.29189,20.524014,1.6789297591727668E-6
47.8436,43.004913,2.2250295383501813E-7
124.878784,44.88861,5.563940689777076E-7
176.23466,8.0495405,4.378750923369376E-6
27.743464,24.526814,2.2622966092376195E-7
199.42921,0.4785384,8.334930571453697E-5
6.3366294,19.623968,6.45805104304167E-8
68.72035,47.747498,2.878490211493107E-7
110.16903,3.471162,6.347674160554743E-6
46.79992,9.474998,9.87861248869682E-7
19.256819,16.065405,2.397302638913277E-7
123.321754,30.90016,7.981949291577964E-7
139.0803,14.745474,1.8864135301631447E-6
30.45612,40.36756,1.5089402741267008E-7
27.372704,6.58172,8.31779658530362E-7
155.75568,30.660402,1.0160054310821959E-6
43.125877,32.83387,2.626914065685922E-7
99.84892,6.62972,3.012160982702883E-6
111.52038,37.949066,5.877371402837923E-7
32.922256,25.756926,2.5563809130699856E-7
158.05731,44.29303,7.136893221275545E-7
166.64723,4.0388765,8.252157780664258E-6
80.98992,19.090563,8.484812347505279E-7
177.15471,6.8991838,5.135526615257539E-6
103.22323,11.897132,1.7352624002138029E-6
89.85303,43.706333,4.111670819603795E-7
173.17006,9.331659,3.7114526649793143E-6
168.33284,34.918766,9.641396827200233E-7
168.62242,48.77121,6.914834478939514E-7
137.29596,22.87888,1.2001982806010644E-6
198.51747,4.241549,9.36061191839664E-6
13.391677,0.8425208,3.1789547095811416E-6
94.54724,5.833214,3.241686122021369E-6
118.03866,39.95731,5.908238515589521E-7
37.882225,28.630953,2.6462427048674407E-7
102.75622,0.5927843,3.4669008764970686E-5
175.84868,38.365097,9.167117621440603E-7
30.223902,22.677153,2.6655817189135263E-7
49.22021,8.776606,1.1216229425863787E-6
123.23378,49.509968,4.978140175537828E-7
72.85419,30.033264,4.851566358103097E-7
118.89492,0.8969737,2.6510234689696576E-5
190.72418,8.442712,4.5180786923948006E-6
46.89515,24.392857,3.8449903595951546E-7
160.96962,15.178638,2.1210020937479343E-6
88.32015,17.939507,9.846441665635352E-7
117.40442,25.769741,9.111804319607046E-7
165.47568,33.25194,9.952842999555916E-7
100.99649,2.69673,7.49029337617105E-6
63.353535,36.930965,3.4309167914700107E-7
158.1504,10.600822,2.983738415555273E-6
189.8277,25.471035,1.4905377635939309E-6
162.19586,17.32796,1.8720711567764368E-6
144.36185,11.083846,2.604905295917187E-6
130.30472,24.31608,1.0717575984052872E-6
83.95542,17.572557,9.555287747931447E-7
80.12999,36.67858,4.3693069317228063E-7
50.25001,49.368504,2.0357113467000401E-7
198.78023,26.745224,1.4864727075637206E-6
153.16368,22.281767,1.3747893672547393E-6
81.313095,14.792508,1.0993821251133627E-6
194.11598,21.518852,1.804148101820977E-6
36.7523,37.22869,1.9744073280830814E-7
155.8516,31.085238,1.0027370259099843E-6
156.70247,45.594357,6.873765999762222E-7
186.0661,8.81747,4.220396770983368E-6
194.9566,29.397657,1.32634108485789E-6
58.482502,12.978936,9.011909929026268E-7
116.06117,32.024006,7.2483856569601E-7
7.722464,19.605452,7.877874224515981E-8
36.624424,31.743244,2.307541332779574E-7
103.26159,4.6011624,4.488500049277997E-6
5.223477,39.183014,2.666194539269083E-8
152.95343,0.96229535,3.178928997908098E-5
45.08623,18.545214,4.862303768793132E-7
108.05203,29.445707,7.339068563860249E-7
118.294525,22.313189,1.0603103618854222E-6
79.35842,40.501137,3.9188243903955214E-7
161.07507,38.230476,8.426527132107816E-7
168.06136,46.350517,7.25175749824493E-7
86.81525,32.927605,5.273098206695402E-7
165.0385,14.724674,2.2416590738046908E-6
56.760887,38.731716,2.930977130854274E-7
178.82895,39.95718,8.951029520642206E-7
177.92383,18.91441,1.8813574574667645E-6
15.183744,2.887057,1.0518492765208586E-6
103.54697,11.916459,1.7378814600322537E-6
50.04616,28.336555,3.5322685345608623E-7
183.54507,46.93374,7.821455503593397E-7
13.008822,47.807076,5.4422163685658664E-8
40.66,41.656887,1.9521381803816322E-7
129.74016,25.475859,1.018534132004441E-6
132.63887,37.927994,6.994246573027808E-7
59.56792,7.577959,1.5721362495604743E-6
1.5647177,2.6106982,1.1986966831785974E-7
8.352768,8.822489,1.8935173845131095E-7
108.538826,19.065887,1.1385656845687322E-6
96.98036,4.619082,4.199118460496772E-6
5.234526,19.283356,5.4290614510418966E-8
122.24561,4.5799513,5.338293158854888E-6
103.41273,7.94046,2.604703623848451E-6
59.59807,41.014915,2.9061656014510665E-7
69.309364,7.442022,1.862648773301247E-6
26.162777,15.951161,3.280360133815576E-7
91.87563,7.3414884,2.502915722738904E-6
147.64622,11.586518,2.548586578124171E-6
152.172,32.45146,9.378437128392343E-7
54.18223,32.024445,3.3838046288416843E-7
155.78716,1.4225137,2.190307939974407E-5
167.86824,8.640878,3.885444181119233E-6
180.97401,31.602304,1.1453216300678587E-6
138.68726,17.497559,1.5852183619366542E-6
142.26404,6.5828533,4.322260613430665E-6
135.70654,24.843424,1.0924946885281345E-6
72.642845,10.001871,1.4525851085679045E-6
